Graph,N,M,HierarchyLevels,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,Mtot,K,Seed,Cut,Epsilon,Imbalance,Time,TimeCoarsening,TimeSparsification,TimeInitialPartitioning,TimeUncoarsening,TimeRefinement,TimeRemaining,Cores,Timeout,Failed
kmer_U1a,64678340,132787258,16,57032784,25151184,11491470,5625496,3105312,2033426,1566832,300912,51614,48864,239486670,7,5,536489,0.030000,0.000000,2.504000,1.840000,0.000000,0.008000,0.053000,0.486000,0.117000,32,0,0
kmer_U1a,64678340,132787258,16,57031790,25147490,11495242,5624856,3106406,2037814,393090,66578,55504,53620,238119944,8,5,569098,0.030000,0.000000,2.503000,1.850000,0.000000,0.007000,0.053000,0.479000,0.114000,32,0,0
kmer_V1r,214004392,465409664,16,211532976,105116012,61593790,42327702,32050290,25171456,19657608,14737180,10639562,7465350,1004650240,16,1,9373371,0.030000,0.000000,9.563000,6.477000,0.000000,0.070000,0.169000,2.505000,0.342000,32,0,0
kmer_V1r,214004392,465409664,18,211558592,105121260,61588672,42307082,32052404,24386380,16926852,9835886,4719240,1655220,976705426,3,1,5026913,0.030000,0.000000,10.179000,6.380000,0.000000,0.005000,0.165000,3.292000,0.337000,32,0,0
kmer_V1r,214004392,465409664,17,211574326,105129912,61589160,42324064,32114794,6352404,4826964,925504,904094,901682,938363240,37,1,10450990,0.030000,0.000000,9.393000,6.465000,0.005000,0.061000,0.164000,2.357000,0.341000,32,0,0
kmer_V1r,214004392,465409664,16,211545358,105121506,61588532,42314822,32125770,6356964,5014898,967084,946732,945162,938006346,64,1,10906671,0.030000,0.000000,9.160000,6.300000,0.005000,0.084000,0.165000,2.263000,0.343000,32,0,0
kmer_V1r,214004392,465409664,17,211495996,105102192,61594032,42320804,32031540,24763746,18168012,11708460,6593464,3009782,985651142,7,1,7728627,0.030000,0.000000,9.775000,6.392000,0.000000,0.017000,0.165000,2.860000,0.341000,32,0,0
kmer_V1r,214004392,465409664,17,211609002,105148218,61609488,42325750,32058946,24786118,18282918,12063938,6939692,3334522,987745508,8,1,8034543,0.030000,0.000000,9.702000,6.413000,0.000000,0.019000,0.165000,2.763000,0.342000,32,0,0
kmer_V1r,214004392,465409664,16,211478194,105083052,61570844,42299026,32041528,25139574,19717418,14740576,10733560,7513256,1004731938,16,2,9364249,0.030000,0.000000,9.549000,6.451000,0.000000,0.076000,0.162000,2.519000,0.341000,32,0,0
kmer_V1r,214004392,465409664,18,211545750,105128310,61589986,42320278,32023214,24337634,16843080,9818498,4781524,1790388,976706468,3,2,5028324,0.030000,0.000000,10.279000,6.472000,0.000000,0.004000,0.166000,3.297000,0.340000,32,0,0
kmer_V1r,214004392,465409664,17,211524320,105111290,61589182,42312934,32050134,6347036,4836040,922964,901344,899072,938196362,37,2,10475693,0.030000,0.000000,9.353000,6.417000,0.005000,0.071000,0.165000,2.349000,0.346000,32,0,0
kmer_V1r,214004392,465409664,16,211579568,105144462,61595140,42314894,32158600,6359802,5006382,966382,946108,944392,938090862,64,2,10906265,0.030000,0.000000,9.270000,6.429000,0.005000,0.080000,0.163000,2.254000,0.339000,32,0,0
kmer_V1r,214004392,465409664,17,211572294,105125722,61592680,42323864,32067238,24851678,18042120,11701116,6669466,2965152,985653642,7,2,7751395,0.030000,0.000000,9.830000,6.476000,0.000000,0.016000,0.164000,2.834000,0.340000,32,0,0
kmer_V1r,214004392,465409664,17,211516176,105100608,61577204,42306886,32026378,24915432,18538572,12202816,7118386,3541294,988516560,8,2,8042736,0.030000,0.000000,9.839000,6.494000,0.000000,0.019000,0.168000,2.816000,0.342000,32,0,0
kmer_V1r,214004392,465409664,16,211589616,105132014,61594618,42327258,32056486,25230850,19845146,14983362,10886406,7488270,1005535578,16,3,9375796,0.030000,0.000000,9.576000,6.482000,0.000000,0.069000,0.167000,2.516000,0.342000,32,0,0
kmer_V1r,214004392,465409664,18,211526174,105112422,61576982,42312378,32033808,24420418,16869974,9916546,4666524,1638380,976578236,3,3,5049292,0.030000,0.000000,10.259000,6.478000,0.000000,0.004000,0.163000,3.272000,0.342000,32,0,0
kmer_V1r,214004392,465409664,17,211520158,105114000,61588714,42327214,32096964,6352944,4834314,923028,902076,899540,938264150,37,3,10477849,0.030000,0.000000,9.330000,6.406000,0.005000,0.069000,0.172000,2.336000,0.342000,32,0,0
kmer_V1r,214004392,465409664,16,211587704,105139272,61593986,42309514,32123634,6359024,5010654,968576,948016,946366,938073626,64,3,10908259,0.030000,0.000000,9.315000,6.430000,0.005000,0.084000,0.169000,2.286000,0.341000,32,0,0
kmer_V1r,214004392,465409664,17,211487408,105099766,61583966,42320838,32030876,24838494,18203778,11734888,6658270,3084460,985879066,7,3,7742133,0.030000,0.000000,9.848000,6.452000,0.000000,0.018000,0.157000,2.880000,0.341000,32,0,0
kmer_V1r,214004392,465409664,17,211572838,105135374,61599326,42329312,32059246,24937378,18458320,12242054,7117054,3475950,988624558,8,3,8047082,0.030000,0.000000,9.811000,6.473000,0.000000,0.019000,0.157000,2.820000,0.342000,32,0,0
kmer_V1r,214004392,465409664,16,211511082,105105454,61578228,42315224,32018720,25189022,19728152,14844382,10752280,7577714,1005116698,16,4,9350015,0.030000,0.000000,9.631000,6.507000,0.000000,0.074000,0.161000,2.548000,0.341000,32,0,0
kmer_V1r,214004392,465409664,18,211483008,105091064,61575524,42301124,32029450,24373670,16814186,9795774,4537176,1610540,976111966,3,4,5028599,0.030000,0.000000,10.190000,6.475000,0.000000,0.004000,0.165000,3.205000,0.341000,32,0,0
kmer_V1r,214004392,465409664,17,211563808,105126772,61596648,42317730,32082998,6355998,4827436,923434,901494,898870,938295802,37,4,10478671,0.030000,0.000000,9.302000,6.412000,0.005000,0.066000,0.160000,2.312000,0.347000,32,0,0
kmer_V1r,214004392,465409664,16,211618586,105153054,61610444,42326272,32152024,6360644,5012726,969332,949192,947634,938194564,64,4,10926395,0.030000,0.000001,9.221000,6.361000,0.005000,0.085000,0.166000,2.262000,0.342000,32,0,0
kmer_V1r,214004392,465409664,17,211541332,105122212,61595334,42333206,32099266,24937642,18312622,11715418,6575536,3081154,986172930,7,4,7750754,0.030000,0.000000,9.816000,6.450000,0.000000,0.016000,0.165000,2.843000,0.342000,32,0,0
kmer_V1r,214004392,465409664,17,211541102,105118568,61587846,42305056,32005364,24809846,18268860,12043500,7026346,3444196,987878578,8,4,8097274,0.030000,0.000000,9.783000,6.435000,0.000000,0.021000,0.159000,2.828000,0.340000,32,0,0
kmer_V1r,214004392,465409664,16,211561354,105119694,61595234,42315812,32052634,25157148,19793388,14793040,10709922,7477290,1004959122,16,5,9377727,0.030000,0.000000,9.617000,6.520000,0.000000,0.070000,0.170000,2.519000,0.338000,32,0,0
kmer_V1r,214004392,465409664,18,211568874,105118566,61592120,42320544,32055192,24462252,17089576,9973404,4689766,1677800,977069366,3,5,5043272,0.030000,0.000000,10.146000,6.401000,0.000000,0.004000,0.165000,3.236000,0.340000,32,0,0
kmer_V1r,214004392,465409664,17,211534240,105126142,61604666,42334302,32096814,6366620,4842630,924936,903480,901028,938350270,37,5,10470270,0.030000,0.000000,9.303000,6.387000,0.005000,0.066000,0.168000,2.335000,0.342000,32,0,0
kmer_V1r,214004392,465409664,16,211470854,105095708,61581876,42316494,32117892,6353678,5015138,967368,946956,945334,937892046,64,5,10885940,0.030000,0.000000,9.239000,6.382000,0.005000,0.089000,0.169000,2.252000,0.342000,32,0,0
kmer_V1r,214004392,465409664,17,211538028,105128500,61597686,42322486,32071320,24816228,18191830,11778656,6608942,3092552,985973018,7,5,7750550,0.030000,0.000000,9.723000,6.349000,0.000000,0.016000,0.162000,2.856000,0.340000,32,0,0
kmer_V1r,214004392,465409664,17,211512374,105113486,61589556,42324382,32076046,24935864,18478604,12273608,7093132,3446720,988477306,8,5,8030755,0.030000,0.000000,9.707000,6.394000,0.000000,0.020000,0.167000,2.786000,0.340000,32,0,0
kmer_V2a,53500237,114152252,15,50869316,24057698,11947046,5476040,2477634,1353378,922410,176500,37578,36804,211690542,16,1,361736,0.030000,0.007330,2.014000,1.527000,0.000000,0.010000,0.047000,0.328000,0.102000,32,0,0
kmer_V2a,53500237,114152252,17,50851478,24041484,11939210,5430964,2322110,1230104,791400,560566,384472,260286,212326752,3,1,217296,0.030000,0.000000,2.051000,1.532000,0.000000,0.008000,0.045000,0.368000,0.098000,32,0,0
kmer_V2a,53500237,114152252,13,50859090,24039368,11922828,5487680,2548706,1445500,1026316,881452,178310,174342,213238584,37,1,399975,0.030000,0.003115,2.035000,1.531000,0.000000,0.029000,0.052000,0.322000,0.101000,32,0,0
kmer_V2a,53500237,114152252,13,50846254,24037764,11920832,5499704,2620354,1533492,1128016,226920,215652,215336,213042272,64,1,417581,0.030000,0.001596,2.050000,1.544000,0.000000,0.041000,0.049000,0.313000,0.103000,32,0,0
kmer_V2a,53500237,114152252,16,50852536,24051392,11947346,5458206,2400748,1290730,853944,161458,31542,30026,211409612,7,1,302840,0.030000,0.000000,2.015000,1.506000,0.000000,0.006000,0.050000,0.352000,0.101000,32,0,0
kmer_V2a,53500237,114152252,16,50860320,24049762,11930596,5445400,2394468,1287254,860226,161178,31826,30482,211386118,8,1,314272,0.030000,0.000000,2.031000,1.533000,0.000000,0.006000,0.048000,0.343000,0.101000,32,0,0
kmer_V2a,53500237,114152252,15,50868272,24061732,11940442,5479886,2469162,1351708,928376,177320,38090,37206,211690376,16,2,362740,0.030000,0.003924,2.014000,1.526000,0.000000,0.011000,0.047000,0.328000,0.102000,32,0,0
kmer_V2a,53500237,114152252,17,50850546,24040288,11931644,5474538,2366914,1227658,784758,560486,388208,260420,212399522,3,2,212521,0.030000,0.000000,2.070000,1.542000,0.000000,0.004000,0.050000,0.374000,0.100000,32,0,0
kmer_V2a,53500237,114152252,13,50863330,24050120,11936856,5512514,2545602,1440750,1024860,883424,179028,175160,213289118,37,2,400659,0.030000,0.000001,2.017000,1.513000,0.000000,0.033000,0.050000,0.320000,0.101000,32,0,0
kmer_V2a,53500237,114152252,13,50857862,24044860,11928686,5536986,2638072,1537320,1124530,225820,214550,214178,213117294,64,2,418523,0.030000,0.000002,2.037000,1.531000,0.000000,0.043000,0.049000,0.312000,0.102000,32,0,0
kmer_V2a,53500237,114152252,16,50852018,24035874,11929026,5446258,2396506,1287294,852550,158948,30840,29380,211346514,7,2,304986,0.030000,0.000000,2.053000,1.543000,0.000000,0.006000,0.048000,0.352000,0.104000,32,0,0
kmer_V2a,53500237,114152252,16,50864498,24049404,11942070,5463892,2414334,1300642,866720,162284,31866,30442,211460692,8,2,317491,0.030000,0.001169,2.033000,1.541000,0.000000,0.007000,0.050000,0.338000,0.097000,32,0,0
kmer_V2a,53500237,114152252,15,50855592,24048096,11938192,5470548,2468746,1358060,928384,176920,37524,36682,211654346,16,3,361553,0.030000,0.000001,2.005000,1.520000,0.000000,0.010000,0.048000,0.326000,0.101000,32,0,0
kmer_V2a,53500237,114152252,17,50857440,24045416,11939906,5443046,2330144,1228286,789120,560266,387546,263330,212362246,3,3,211349,0.030000,0.000000,2.053000,1.526000,0.000000,0.004000,0.051000,0.374000,0.098000,32,0,0
kmer_V2a,53500237,114152252,13,50858012,24045102,11931866,5492936,2539354,1438550,1025884,882804,178566,174682,213243854,37,3,400429,0.030000,0.000001,2.043000,1.535000,0.000000,0.035000,0.050000,0.322000,0.101000,32,0,0
kmer_V2a,53500237,114152252,13,50860402,24046398,11929220,5520316,2621376,1527470,1118316,224110,213098,212792,213063786,64,3,418138,0.030000,0.000801,2.030000,1.524000,0.000000,0.040000,0.048000,0.314000,0.104000,32,0,0
kmer_V2a,53500237,114152252,16,50849152,24045218,11934536,5460986,2388878,1281532,849948,157802,30846,29384,211356316,7,3,301592,0.030000,0.000000,2.054000,1.546000,0.000000,0.006000,0.052000,0.351000,0.099000,32,0,0
kmer_V2a,53500237,114152252,16,50865600,24057582,11948042,5472138,2412642,1301578,864546,162418,32056,30706,211483324,8,3,313915,0.030000,0.000000,2.023000,1.522000,0.000000,0.007000,0.046000,0.350000,0.098000,32,0,0
kmer_V2a,53500237,114152252,15,50860286,24050072,11941190,5484346,2468702,1355072,925068,175434,37732,36890,211671348,16,4,360754,0.030000,0.000465,2.020000,1.529000,0.000000,0.010000,0.049000,0.329000,0.103000,32,0,0
kmer_V2a,53500237,114152252,17,50858150,24042054,11924152,5447102,2362676,1231202,791302,559180,386140,262550,212381488,3,4,209889,0.030000,0.000000,2.052000,1.527000,0.000000,0.004000,0.049000,0.373000,0.099000,32,0,0
kmer_V2a,53500237,114152252,13,50867176,24055624,11940216,5506010,2548766,1452426,1028326,883260,178658,175086,213312762,37,4,400870,0.030000,0.000001,2.031000,1.527000,0.000000,0.030000,0.048000,0.324000,0.102000,32,0,0
kmer_V2a,53500237,114152252,13,50855006,24046460,11950248,5569672,2627770,1525932,1119364,224782,213628,213280,213137868,64,4,419987,0.030000,0.001206,2.041000,1.537000,0.000000,0.040000,0.051000,0.312000,0.101000,32,0,0
kmer_V2a,53500237,114152252,16,50862862,24047292,11923710,5421104,2398990,1277620,848328,160812,31416,29894,211333180,7,4,304240,0.030000,0.000000,2.045000,1.534000,0.000000,0.006000,0.052000,0.353000,0.100000,32,0,0
kmer_V2a,53500237,114152252,16,50871276,24049210,11933038,5422036,2385176,1291360,861702,160450,31712,30366,211370206,8,4,319815,0.030000,0.000000,2.051000,1.537000,0.000000,0.006000,0.052000,0.350000,0.106000,32,0,0
kmer_V2a,53500237,114152252,15,50846066,24054908,11955780,5501468,2464530,1350832,928344,177692,37900,37062,211691978,16,5,355187,0.030000,0.007535,2.030000,1.544000,0.000000,0.010000,0.047000,0.328000,0.101000,32,0,0
kmer_V2a,53500237,114152252,17,50853452,24043930,11942670,5464880,2343354,1239422,790276,562434,384922,255772,212389774,3,5,212650,0.030000,0.000000,2.075000,1.554000,0.000000,0.004000,0.049000,0.369000,0.099000,32,0,0
kmer_V2a,53500237,114152252,13,50861580,24051708,11942256,5513898,2541736,1439408,1025086,883860,178668,174740,213289172,37,5,399170,0.030000,0.000001,2.029000,1.528000,0.000000,0.028000,0.050000,0.321000,0.102000,32,0,0
kmer_V2a,53500237,114152252,13,50853758,24044892,11933406,5528350,2636392,1537238,1125790,225968,214702,214350,213109810,64,5,421472,0.030000,0.006518,2.036000,1.539000,0.000000,0.037000,0.046000,0.313000,0.101000,32,0,0
kmer_V2a,53500237,114152252,16,50862516,24049152,11935578,5440964,2397328,1287042,850278,159524,31346,29934,211374980,7,5,303349,0.030000,0.000000,2.018000,1.526000,0.000000,0.006000,0.046000,0.340000,0.100000,32,0,0
kmer_V2a,53500237,114152252,16,50852608,24046322,11929906,5419496,2389138,1288570,859778,160672,31866,30412,211343080,8,5,313742,0.030000,0.003578,2.046000,1.540000,0.000000,0.007000,0.050000,0.348000,0.101000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,199354,34864,30776,30188,30074,30050,30050,30050,30050,30050,1377836,16,1,363805,0.030000,0.029907,0.088000,0.048000,0.000000,0.018000,0.002000,0.005000,0.015000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,10,182392,105494,71686,59784,56084,54674,54664,54662,54658,54656,1771284,3,1,219697,0.030000,0.097800,0.073000,0.052000,0.000000,0.005000,0.004000,0.003000,0.009000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,805320,160564,151674,150814,150660,150612,150612,150612,150612,150612,2592174,37,1,393075,0.030000,0.029918,0.115000,0.056000,0.000000,0.035000,0.005000,0.006000,0.013000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,5,831582,165560,159952,159342,159200,159200,159200,159200,159200,159200,2498166,64,1,394338,0.030000,0.029785,0.108000,0.047000,0.000000,0.043000,0.004000,0.005000,0.009000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,186632,30414,24654,23998,23910,23886,23886,23884,23884,23884,1383794,7,1,332979,0.030000,0.029960,0.084000,0.050000,0.000000,0.009000,0.003000,0.004000,0.018000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,188448,31144,25488,24856,24736,24718,24710,24710,24710,24710,1391340,8,1,339863,0.030000,0.029968,0.079000,0.051000,0.000000,0.009000,0.003000,0.005000,0.011000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,198698,35084,31024,30438,30328,30304,30304,30304,30304,30304,1378406,16,2,366681,0.030000,0.029907,0.085000,0.048000,0.000000,0.020000,0.002000,0.005000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,10,182106,104334,72398,59734,56594,55272,55250,55250,55248,55248,1773964,3,2,218442,0.030000,0.029983,0.068000,0.048000,0.000000,0.004000,0.003000,0.004000,0.009000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,805260,160050,151806,150880,150732,150686,150686,150686,150686,150686,2591944,37,2,395195,0.030000,0.029918,0.099000,0.046000,0.000000,0.033000,0.005000,0.006000,0.009000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,5,831620,165684,159502,158784,158626,158626,158626,158626,158626,158626,2496746,64,2,396337,0.030000,0.029785,0.113000,0.049000,0.000000,0.046000,0.004000,0.004000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,186742,30428,24716,24066,23986,23954,23936,23936,23936,23936,1384294,7,2,333170,0.030000,0.029960,0.076000,0.049000,0.000000,0.009000,0.003000,0.005000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,188392,31526,25928,25264,25184,25156,25150,25150,25150,25150,1394280,8,2,343206,0.030000,0.029968,0.070000,0.042000,0.000000,0.009000,0.003000,0.006000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,198884,34886,30810,30224,30118,30086,30086,30086,30086,30086,1377538,16,3,373338,0.030000,0.029907,0.079000,0.048000,0.000000,0.014000,0.002000,0.005000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,10,183650,106984,73538,59008,56004,55144,55134,55132,55132,55132,1777388,3,3,216682,0.030000,0.105788,0.076000,0.047000,0.000000,0.007000,0.003000,0.004000,0.015000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,805062,160190,151570,150730,150568,150528,150528,150528,150528,150528,2591178,37,3,393006,0.030000,0.029918,0.102000,0.048000,0.000000,0.033000,0.004000,0.006000,0.011000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,5,831244,165234,159010,158350,158218,158218,158218,158218,158218,158218,2494586,64,3,394273,0.030000,0.029785,0.116000,0.050000,0.000000,0.042000,0.004000,0.004000,0.016000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,186672,30542,24652,24046,23916,23898,23894,23894,23894,23894,1384044,7,3,332690,0.030000,0.029960,0.074000,0.045000,0.000000,0.009000,0.004000,0.004000,0.012000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,188832,31140,25484,24866,24794,24776,24770,24770,24770,24770,1391962,8,3,341596,0.030000,0.029968,0.078000,0.047000,0.000000,0.008000,0.003000,0.005000,0.015000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,199118,35092,30966,30366,30232,30202,30202,30202,30202,30202,1378506,16,4,366193,0.030000,0.029907,0.091000,0.060000,0.000000,0.016000,0.003000,0.005000,0.007000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,10,184242,106860,72720,59638,55586,53248,52718,52718,52716,52716,1765692,3,4,217113,0.030000,0.103957,0.074000,0.051000,0.000000,0.005000,0.002000,0.005000,0.011000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,804130,159688,150882,150008,149846,149806,149806,149806,149806,149806,2586890,37,4,393898,0.030000,0.029918,0.104000,0.051000,0.000000,0.032000,0.005000,0.006000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,5,832238,166478,160248,159588,159458,159458,159458,159458,159458,159458,2500540,64,4,394127,0.030000,0.029785,0.113000,0.047000,0.000000,0.047000,0.003000,0.005000,0.011000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,186052,30320,24654,24046,23940,23914,23908,23908,23908,23908,1383272,7,4,332721,0.030000,0.029960,0.073000,0.046000,0.000000,0.009000,0.004000,0.004000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,188532,30934,25436,24872,24780,24766,24758,24752,24752,24752,1391360,8,4,340868,0.030000,0.029968,0.074000,0.046000,0.000000,0.010000,0.004000,0.004000,0.010000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,198786,35258,31066,30514,30416,30386,30386,30386,30386,30386,1378956,16,5,362457,0.030000,0.029907,0.087000,0.049000,0.000000,0.017000,0.003000,0.005000,0.013000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,10,184346,107180,73046,59934,56264,54900,54782,54780,54780,54780,1777322,3,5,218864,0.030000,0.092193,0.072000,0.049000,0.000000,0.007000,0.004000,0.003000,0.009000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,6,805346,160336,151964,151156,150962,150916,150916,150916,150916,150916,2593210,37,5,394227,0.030000,0.029918,0.106000,0.051000,0.000000,0.033000,0.005000,0.006000,0.011000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,5,831340,165618,159500,158834,158708,158708,158708,158708,158708,158708,2496530,64,5,396381,0.030000,0.029785,0.113000,0.048000,0.000000,0.042000,0.003000,0.005000,0.015000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,186774,30364,24492,23856,23738,23714,23712,23712,23712,23712,1382892,7,5,333248,0.030000,0.029960,0.079000,0.050000,0.000000,0.009000,0.003000,0.005000,0.012000,32,0,0
paretoChungLuGraph_N17_M25,103923,1022530,8,188944,31012,25380,24728,24600,24558,24556,24556,24556,24556,1390864,8,5,338558,0.030000,0.029968,0.077000,0.047000,0.000000,0.009000,0.003000,0.006000,0.012000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16476598,10936716,5976902,2838710,2109360,418368,417718,417692,417690,417690,66122102,16,1,8675643,0.030000,0.029999,0.813000,0.545000,0.000000,0.046000,0.016000,0.160000,0.046000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,14,15679008,7940968,2117468,544496,242488,149190,116776,22904,22896,22896,51392262,3,1,4973038,0.030000,0.030000,0.691000,0.510000,0.000000,0.004000,0.011000,0.129000,0.037000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,12,16956702,12099890,8632604,6744538,1341834,1336400,1335854,1335802,1335762,1335762,79568260,37,1,9297396,0.030000,0.029993,0.984000,0.574000,0.000000,0.102000,0.016000,0.247000,0.045000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,11,17286606,12696048,10023670,2000354,1967298,1962504,1961630,1961408,1961400,1961342,80185190,64,1,9501350,0.030000,0.029999,0.985000,0.575000,0.000000,0.162000,0.019000,0.183000,0.046000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16056062,9472260,3637786,1173152,634512,489892,96692,96586,96576,96576,56581410,7,1,7484196,0.030000,0.033632,0.741000,0.508000,0.000000,0.016000,0.012000,0.160000,0.045000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,14,16118012,9717520,3976280,1344394,754794,149708,149400,149372,149368,149368,57697276,8,1,7660392,0.030000,0.029999,0.806000,0.508000,0.000000,0.019000,0.013000,0.227000,0.039000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,12,16473550,11025752,5922846,2891290,2116602,419932,419172,419122,419120,419120,65806330,16,2,8635120,0.030000,0.029999,0.830000,0.531000,0.000000,0.049000,0.015000,0.191000,0.044000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,14,15683316,8013708,2222572,604660,258018,157868,122488,24050,24024,24016,51672372,3,2,5061140,0.030000,0.030000,0.652000,0.508000,0.000000,0.003000,0.010000,0.089000,0.042000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,12,16956988,12004946,8574478,6717784,1336662,1331158,1330592,1330404,1330350,1330348,79345992,37,2,9308106,0.030000,0.029993,1.014000,0.587000,0.000000,0.108000,0.018000,0.252000,0.049000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,11,17288062,12766888,10053278,2006754,1973060,1968524,1967512,1967146,1967114,1967060,80334046,64,2,9518916,0.030000,0.029999,0.983000,0.606000,0.000000,0.151000,0.018000,0.163000,0.045000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16056836,9542700,3713958,1160846,621650,486256,95918,95864,95856,95856,56694896,7,2,7307776,0.030000,0.029999,0.798000,0.507000,0.000000,0.015000,0.009000,0.217000,0.050000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16118394,9784244,4085094,1287318,726174,144118,143840,143814,143812,143812,57593644,8,2,7628449,0.030000,0.029999,0.786000,0.513000,0.000000,0.017000,0.011000,0.206000,0.039000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16476552,10940108,5879970,2826938,2095188,415766,415186,415122,415122,415122,65982028,16,3,8649876,0.030000,0.029999,0.862000,0.547000,0.000000,0.048000,0.015000,0.204000,0.048000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,14,15683928,7930228,2198180,546928,236140,148164,115974,22700,22694,22694,51459994,3,3,5047408,0.030000,0.030000,0.653000,0.513000,0.000000,0.004000,0.012000,0.089000,0.035000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,12,16960640,12117780,8679384,6736922,1341410,1336598,1336168,1336066,1335966,1335966,79630420,37,3,9270716,0.030000,0.029993,1.012000,0.572000,0.000000,0.110000,0.016000,0.266000,0.048000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,11,17288330,12693520,10046868,2004472,1970932,1967386,1966506,1966208,1966160,1966100,80244170,64,3,9511380,0.030000,0.029999,0.958000,0.569000,0.000000,0.140000,0.018000,0.183000,0.048000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,14,16058526,9597846,3575192,1131306,615760,122252,122100,122092,122092,122092,56519214,7,3,7452329,0.030000,0.029999,0.807000,0.504000,0.000000,0.017000,0.013000,0.228000,0.045000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16118432,9742386,4043082,1336044,749142,148536,148176,148138,148138,148138,57616214,8,3,7660284,0.030000,0.029999,0.802000,0.514000,0.000000,0.022000,0.012000,0.215000,0.039000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16473848,10913542,5919748,2802662,2106516,417450,417004,416968,416952,416952,65994086,16,4,8655065,0.030000,0.029999,0.838000,0.543000,0.000000,0.049000,0.015000,0.192000,0.039000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,14,15683886,8003654,2135006,574664,239538,149962,115900,22666,22648,22648,51502752,3,4,5056742,0.030000,0.030001,0.654000,0.502000,0.000000,0.004000,0.011000,0.098000,0.039000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,12,16961206,12117432,8627002,6715714,1336288,1331298,1330830,1330714,1330666,1330666,79514736,37,4,9313035,0.030000,0.029993,1.024000,0.605000,0.000000,0.108000,0.023000,0.239000,0.049000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,11,17286528,12741650,10068410,2009140,1972832,1968702,1967878,1967588,1967524,1967478,80326796,64,4,9507420,0.030000,0.029999,0.987000,0.591000,0.000000,0.157000,0.018000,0.178000,0.043000,32,0,0
paretoChungLuGraph_N22_M25,3493255,24441588,13,16063954,9480584,3724800,1155794,620620,488822,96434,96376,96376,96376,56650852,7,4,7461061,0.030000,0.029999,0.789000,0.505000,0.000000,0.013000,0.011000,0.214000,0.046000,32,0,0
